loss,accuracy,val_loss,val_accuracy
1.861280083656311,0.25223612785339355,1.450490951538086,0.3627329170703888
1.524234652519226,0.3180679678916931,1.355200171470642,0.42360249161720276
1.466017246246338,0.3567084074020386,1.326196551322937,0.45962733030319214
1.4346004724502563,0.38211092352867126,1.31117844581604,0.4186335504055023
1.4055542945861816,0.38819319009780884,1.3260281085968018,0.43602484464645386
1.4462405443191528,0.39105546474456787,1.3635286092758179,0.4298136532306671
1.4003944396972656,0.41502684354782104,1.2354252338409424,0.5465838313102722
1.395861268043518,0.4271914064884186,1.2460445165634155,0.5329192280769348
1.370234727859497,0.44937387108802795,1.2181426286697388,0.5416148900985718
1.3559539318084717,0.4536672532558441,1.1955279111862183,0.5627329349517822
1.3311818838119507,0.4597495496273041,1.1728636026382446,0.5677018761634827
1.3361294269561768,0.46726298332214355,1.1836140155792236,0.5627329349517822
1.325289249420166,0.4626117944717407,1.2012823820114136,0.5329192280769348
1.3110792636871338,0.4865831732749939,1.1849762201309204,0.5428571701049805
1.2934372425079346,0.49123433232307434,1.1784629821777344,0.5639751553535461
1.2789944410324097,0.49302324652671814,1.2900390625,0.46211180090904236
1.3033863306045532,0.48586761951446533,1.1992263793945312,0.5354037284851074
1.2965093851089478,0.48944544792175293,1.1854588985443115,0.5403726696968079
1.299296259880066,0.47835421562194824,1.134463906288147,0.5552794933319092
1.2703635692596436,0.5116279125213623,1.1501176357269287,0.5378881692886353
1.25982666015625,0.5169946551322937,1.1649267673492432,0.5552794933319092
1.2475391626358032,0.5162790417671204,1.1634377241134644,0.5602484345436096
1.2488501071929932,0.5066189765930176,1.1090028285980225,0.5726708173751831
1.270893931388855,0.5055456161499023,1.112691044807434,0.5515527725219727
1.2477407455444336,0.5112701058387756,1.1239662170410156,0.5552794933319092
1.245945930480957,0.5191413164138794,1.120880126953125,0.5677018761634827
1.2448186874389648,0.5212880373001099,1.1010469198226929,0.5950310826301575
1.2467585802078247,0.5112701058387756,1.205613613128662,0.52173912525177
1.2459406852722168,0.5094811916351318,1.0731168985366821,0.5863354206085205
1.2398027181625366,0.516636848449707,1.1064963340759277,0.590062141418457
1.2405815124511719,0.5180679559707642,1.1134090423583984,0.573913037776947
1.2095705270767212,0.5302325487136841,1.090517282485962,0.5813664793968201
1.2383415699005127,0.5237925052642822,1.1098730564117432,0.5763975381851196
1.2215054035186768,0.5127012729644775,1.0942933559417725,0.5863354206085205
1.2182018756866455,0.5248658061027527,1.0787700414657593,0.5925465822219849
1.214330792427063,0.5216457843780518,1.0858434438705444,0.5950310826301575
1.2298632860183716,0.505903422832489,1.0925252437591553,0.5850931406021118
1.2295063734054565,0.5194991230964661,1.127949833869934,0.5763975381851196
1.2039265632629395,0.5284436345100403,1.0781049728393555,0.591304361820221
1.188643455505371,0.5359570384025574,1.081013798713684,0.6049689650535583
1.2075355052947998,0.5320214629173279,1.059792399406433,0.5850931406021118
1.1796129941940308,0.548479437828064,1.0652897357940674,0.6012422442436218
